,artists,acousticness,instrumentalness,valence,mmpopularity,track_genre
4524,1167,0.79,0.0,0.108,0.18,4
2768,708,0.0203,0.0,0.308,0.64,2
6545,1814,0.000379,0.468,0.183,0.49,6
2901,998,0.000155,2.13e-06,0.281,0.0,2
2094,713,0.00199,0.0,0.821,0.01,2
7793,2294,0.0631,0.0,0.942,0.0,8
5519,1608,0.0337,1.11e-06,0.779,0.5,5
7597,2057,0.112,0.00685,0.833,0.21,7
3145,693,0.245,0.00717,0.247,0.75,3
5966,1830,6.86e-06,0.463,0.321,0.22,6
3343,1026,0.00847,7.39e-05,0.259,0.66,3
5841,1793,1.31e-05,0.708,0.286,0.24,6
2349,790,0.326,9.46e-06,0.829,0.52,2
4397,1323,0.977,0.85,0.0799,0.47,4
3648,804,0.0149,0.0,0.222,0.64,3
6659,1832,0.0,0.252,0.0328,0.16,6
6257,1835,0.000547,0.233,0.0769,0.18,6
7856,2293,0.733,0.0,0.836,0.0,8
2357,773,0.0487,0.0139,0.92,0.0,2
1660,391,0.0808,0.522,0.425,0.18,1
1338,466,0.00298,0.712,0.825,0.22,1
4767,1179,0.961,0.948,0.152,0.37,4
5365,1495,5.74e-05,0.946,0.139,0.45,5
6049,1842,1.97e-06,0.862,0.0317,0.2,6
4743,1236,0.989,0.896,0.0746,0.32,4
1607,572,0.428,0.864,0.831,0.18,1
4299,1193,0.965,0.964,0.513,0.43,4
3945,1125,0.5,0.889,0.251,0.67,4
6598,1812,2.5e-06,0.00882,0.24,0.16,6
1343,468,0.394,0.277,0.868,0.22,1
5402,1645,0.0618,0.0,0.577,0.47,5
579,218,0.351,2.9e-05,0.286,0.61,0
4896,841,0.0141,0.0,0.717,0.62,5
3108,1016,0.221,0.0,0.885,0.0,3
5549,1695,0.0251,0.0104,0.835,0.5700000000000001,5
7675,2206,0.419,0.00875,0.673,0.21,7
3727,1095,0.147,0.0,0.561,0.0,3
5741,1660,0.168,0.0,0.635,0.33,5
6224,1776,4.48e-05,0.783,0.323,0.18,6
8267,718,0.03,0.888,0.133,0.61,8
1770,355,0.276,0.000137,0.359,0.18,1
7732,2284,0.766,0.0251,0.58,0.2,7
6103,1861,9.91e-06,0.000881,0.278,0.44,6
30,7,0.788,0.0,0.664,0.0,0
7852,2293,0.764,0.0,0.639,0.0,8
5134,1566,0.015,0.0,0.584,0.52,5
5930,1837,1.53e-06,0.449,0.224,0.23,6
224,72,0.614,0.0,0.187,0.47,0
4297,1289,0.791,0.0683,0.348,0.0,4
4167,1125,0.729,0.0158,0.373,0.47,4
622,56,0.916,0.0,0.155,0.53,0
4141,1217,0.963,0.877,0.064,0.61,4
5804,1775,3.37e-05,0.126,0.648,0.4,6
3783,1101,0.00799,0.081,0.462,0.75,3
5171,1576,0.0193,2.66e-06,0.557,0.4,5
5539,1518,0.468,0.918,0.148,0.55,5
7966,801,0.437,0.0,0.392,0.67,8
6410,1849,3.29e-05,0.795,0.0225,0.17,6
821,190,0.732,0.221,0.523,0.53,0
3774,852,0.00377,0.0116,0.473,0.0,3
1910,480,0.139,0.139,0.602,0.17,1
4685,1161,0.992,0.948,0.0698,0.47,4
1511,353,0.0104,3.2e-05,0.68,0.22,1
7059,2141,0.591,0.0,0.376,0.26,7
6674,1794,0.0008,0.243,0.578,0.17,6
8090,2341,0.689,0.0,0.852,0.0,8
6727,1986,0.000125,0.00143,0.0421,0.37,6
5744,1753,0.0218,0.00353,0.506,0.33,5
7298,2062,0.708,0.885,0.568,0.23,7
442,143,0.517,0.00148,0.389,0.31,0
6313,1791,0.0219,0.82,0.561,0.19,6
2235,734,0.00504,0.0,0.745,0.0,2
2508,808,0.33,1.29e-05,0.334,0.0,2
1505,333,0.179,0.00309,0.635,0.21,1
204,89,0.325,0.0,0.333,0.52,0
6435,1783,0.000605,0.468,0.0723,0.18,6
5753,1727,0.852,0.939,0.136,0.42,5
5219,1575,0.223,0.0,0.731,0.4,5
4684,1413,0.966,0.894,0.435,0.4,4
6279,1794,6.6e-06,0.71,0.27,0.19,6
7510,2063,0.715,1.06e-05,0.317,0.23,7
1129,353,0.00343,0.000182,0.846,0.32,1
2913,934,5.54e-05,0.349,0.237,0.77,2
206,10,0.423,1.54e-06,0.0979,0.67,0
297,43,0.805,0.0,0.424,0.54,0
6292,1943,5.22e-05,0.165,0.0368,0.19,6
539,143,0.605,0.249,0.637,0.3,0
7454,2090,0.228,0.0509,0.824,0.23,7
1068,335,0.378,0.00398,0.855,0.35,1
1552,453,0.396,0.901,0.977,0.18,1
464,162,0.944,0.0006,0.203,0.3,0
8014,2296,0.864,0.0,0.546,0.73,8
8303,2405,0.448,1.07e-06,0.504,0.38,8
8157,2353,0.149,0.14,0.737,0.0,8
1530,541,0.0364,0.00564,0.594,0.18,1
762,56,0.772,0.0,0.141,0.46,0
8105,2339,0.802,1.94e-05,0.255,0.0,8
5513,1488,0.268,0.898,0.321,0.53,5
3403,1016,0.0124,0.0,0.901,0.61,3
261,33,0.737,1.24e-05,0.361,0.56,0
4054,1176,0.994,0.94,0.0,0.64,4
5733,1486,0.856,0.929,0.339,0.45,5
4352,1185,0.98,0.848,0.0353,0.55,4
4645,1401,0.0247,0.0,0.064,0.5,4
4503,1128,0.952,0.0,0.366,0.5,4
6438,1970,0.0189,0.321,0.216,0.17,6
5205,1584,0.0182,0.0,0.584,0.51,5
210,42,0.76,7.3e-05,0.203,0.54,0
7709,2097,0.881,4.61e-06,0.57,0.2,7
5961,1839,7.68e-05,0.905,0.0891,0.46,6
2934,790,0.0529,0.0,0.563,0.44,2
1107,351,0.776,0.00288,0.317,0.31,1
5797,1769,7.16e-05,0.0736,0.225,0.51,6
7183,2051,0.145,0.00346,0.5,0.24,7
7320,2053,0.144,0.943,0.967,0.22,7
3044,687,0.000108,0.0241,0.371,0.0,3
5882,1791,0.000337,0.00218,0.141,0.24,6
3919,866,0.593,9.24e-06,0.754,0.49,3
6549,1996,9.25e-06,0.544,0.0793,0.17,6
4946,1504,0.144,0.0,0.694,0.64,5
4667,1329,0.976,0.928,0.0605,0.46,4
2100,715,1.62e-05,0.139,0.209,0.0,2
6478,1807,0.00897,0.056,0.17,0.18,6
8078,899,0.0385,0.000552,0.41,0.48,8
8184,749,0.0594,0.0,0.535,0.59,8
613,45,0.867,1.65e-05,0.384,0.53,0
2521,786,0.062,0.0,0.354,0.61,2
4448,1128,0.967,7.75e-05,0.249,0.5,4
6926,2100,0.573,0.00156,0.697,0.26,7
44,20,0.314,0.0,0.498,0.0,0
3420,743,0.0358,0.0,0.928,0.0,3
6936,2080,0.262,5.69e-05,0.404,0.26,7
3086,703,0.316,0.171,0.186,0.0,3
3529,766,0.00537,0.0,0.604,0.03,3
4651,1134,0.971,0.841,0.194,0.49,4
1229,345,0.0679,0.837,0.961,0.27,1
7055,2059,0.55,0.000106,0.728,0.28,7
3246,1049,0.00842,0.012,0.361,0.73,3
6974,2114,0.911,1.5e-05,0.222,0.58,7
3460,1066,0.432,1.77e-05,0.492,0.6900000000000001,3
4300,1215,0.771,0.736,0.0564,0.38,4
5201,1462,0.231,0.0,0.452,0.45,5
738,100,0.784,0.0,0.75,0.28,0
1142,353,0.00928,2.31e-05,0.743,0.3,1
1026,331,0.0191,0.0133,0.732,0.42,1
2116,719,0.00543,0.0541,0.907,0.0,2
7477,2145,0.861,0.84,0.934,0.22,7
287,119,0.775,2.14e-06,0.202,0.5,0
2292,770,0.954,1.49e-06,0.308,0.0,2
7003,2128,0.596,0.0,0.718,0.26,7
4666,1407,0.993,0.952,0.562,0.56,4
766,41,0.901,2.47e-05,0.175,0.5,0
6629,1785,1.93e-05,0.805,0.314,0.42,6
6068,1819,3.34e-05,0.0653,0.0659,0.2,6
8264,2415,0.443,6.55e-06,0.199,0.52,8
5245,1468,0.3,0.0,0.773,0.61,5
394,144,0.244,0.000386,0.334,0.31,0
2046,702,0.00045,0.0,0.395,0.0,2
4660,1270,0.83,0.898,0.0293,0.44,4
4750,1128,0.922,0.0,0.203,0.47,4
4626,1312,0.979,0.944,0.136,0.49,4
7353,2056,0.499,3.6e-05,0.591,0.25,7
3717,828,0.176,0.0,0.794,0.0,3
566,95,0.517,0.000169,0.143,0.56,0
7685,2278,0.713,0.0,0.72,0.2,7
3186,1045,2.35e-05,0.000875,0.212,0.0,3
7731,2047,0.541,6.35e-05,0.709,0.19,7
4441,1193,0.828,0.899,0.119,0.44,4
982,208,0.807,9.78e-05,0.378,0.26,0
2141,729,0.00178,0.00708,0.918,0.0,2
5508,1678,0.0112,0.0,0.581,0.35,5
6840,2074,0.81,6.61e-05,0.607,0.3,7
6034,1793,5.05e-06,0.495,0.211,0.2,6
4915,1494,0.56,0.0,0.589,0.61,5
4044,1147,0.671,0.000338,0.197,0.51,4
5133,1527,0.949,0.942,0.434,0.5,5
440,165,0.571,0.0,0.69,0.33,0
6413,1849,5.84e-05,0.552,0.236,0.17,6
3988,1128,0.955,3.79e-06,0.18,0.71,4
7682,2104,0.534,0.00768,0.718,0.21,7
1239,422,0.0567,0.0,0.883,0.25,1
5757,1744,0.347,0.0,0.784,0.5,5
5257,1605,3.15e-05,0.00868,0.549,0.49,5
4549,1369,0.994,0.928,0.2,0.51,4
7488,2178,0.889,4.74e-06,0.771,0.22,7
4789,1439,0.00163,0.775,0.492,0.24,4
3790,1102,0.127,1.36e-05,0.733,0.56,3
6009,1863,1.79e-05,0.883,0.0757,0.2,6
5458,1663,0.0774,0.00393,0.632,0.35,5
4135,1213,0.91,0.121,0.272,0.53,4
4668,1409,2.52e-05,0.889,0.0336,0.28,4
8131,2322,0.234,0.000252,0.768,0.76,8
2266,760,0.0336,0.0,0.523,0.0,2
2407,811,0.00608,0.411,0.384,0.01,2
3031,1025,0.006,0.000708,0.28,0.01,3
8195,2378,0.166,0.0051,0.709,0.42,8
1942,668,0.171,0.0,0.661,0.19,1
4266,1213,0.835,0.0199,0.379,0.49,4
7647,2271,0.866,0.0066,0.477,0.2,7
6148,1902,0.000246,0.238,0.0806,0.18,6
5389,1640,0.917,0.887,0.265,0.45,5
6071,1785,0.00145,0.197,0.649,0.21,6
2708,930,4.5e-05,5.74e-06,0.853,0.46,2
7467,2203,0.72,0.0116,0.691,0.24,7
4766,1433,0.889,0.874,0.0501,0.45,4
7200,2176,0.743,0.000284,0.924,0.23,7
4599,1246,0.885,0.00027,0.0489,0.51,4
334,77,0.758,6.17e-05,0.228,0.46,0
2297,766,0.0629,0.0,0.78,0.0,2
4731,1319,0.00574,0.0,0.0592,0.5,4
4914,1493,2.93e-05,0.905,0.366,0.56,5
1192,406,0.113,0.0028,0.31,0.26,1
388,132,0.0334,0.0,0.413,0.34,0
5107,1560,0.0351,0.0,0.458,0.56,5
1572,518,0.118,0.738,0.879,0.2,1
3061,1032,4.72e-05,4.28e-05,0.507,0.0,3
4464,1264,0.984,0.95,0.0378,0.51,4
946,45,0.579,0.0,0.368,0.45,0
1056,353,0.393,0.000496,0.613,0.36,1
6006,1842,1.69e-06,0.784,0.0816,0.21,6
5793,1736,0.342,0.0,0.781,0.33,5
5225,1561,0.138,0.0,0.783,0.54,5
2932,740,0.172,6.01e-06,0.922,0.44,2
2253,759,7.65e-05,0.561,0.309,0.0,2
3609,1042,0.0237,0.000135,0.527,0.04,3
243,29,0.105,0.00012,0.947,0.63,0
689,247,0.643,0.0,0.254,0.0,0
6343,1805,3.96e-06,0.301,0.27,0.19,6
6939,2051,0.675,0.0601,0.916,0.28,7
3214,710,0.508,0.00548,0.393,0.0,3
7112,2048,0.46,0.00498,0.67,0.24,7
4520,1248,0.822,0.836,0.307,0.27,4
3816,1105,0.806,0.00145,0.595,0.0,3
2794,791,0.0316,0.0079,0.762,0.45,2
7846,2293,0.764,0.0,0.639,0.0,8
7701,2050,0.696,0.000177,0.509,0.2,7
8461,697,0.0863,6.2e-06,0.612,0.66,8
7998,2309,0.000837,0.019,0.748,0.01,8
517,176,0.436,0.0,0.337,0.55,0
5821,1778,7.5e-05,0.937,0.0369,0.25,6
3284,717,0.682,9.34e-05,0.73,0.01,3
7186,2103,0.803,0.829,0.952,0.24,7
3467,787,0.112,0.0,0.357,0.01,3
7274,2196,0.892,0.729,0.635,0.23,7
2557,866,0.0315,0.000123,0.751,0.0,2
5421,1649,0.00053,3.48e-06,0.657,0.6,5
8181,2342,0.00614,0.0652,0.955,0.71,8
668,47,0.0874,0.0,0.556,0.28,0
2045,702,0.00045,0.0,0.395,0.0,2
6230,1819,7.91e-05,0.00121,0.0998,0.19,6
6423,1836,0.000533,0.932,0.0975,0.17,6
1354,331,0.0263,0.868,0.31,0.2,1
7889,2297,0.617,0.0,0.788,0.0,8
1061,359,0.602,0.00904,0.826,0.34,1
1150,391,0.0787,0.708,0.557,0.27,1
6568,1815,0.000163,0.639,0.144,0.16,6
2615,783,0.0186,0.0,0.203,0.66,2
5330,1582,0.000129,0.0,0.587,0.56,5
5450,1582,0.395,0.0,0.862,0.37,5
5907,1826,1.56e-05,2.22e-05,0.107,0.21,6
1852,514,0.306,0.000189,0.946,0.17,1
3974,1142,0.901,0.449,0.0764,0.0,4
2091,710,0.508,0.00548,0.393,0.0,2
3098,673,0.114,0.0462,0.544,0.8,3
4545,1129,0.934,0.961,0.036,0.49,4
8382,2295,0.815,0.0,0.377,0.63,8
306,90,0.908,0.0,0.461,0.56,0
597,90,0.948,0.0,0.357,0.4,0
5197,1542,0.979,0.895,0.157,0.51,5
1750,610,0.0643,0.597,0.88,0.17,1
1663,588,0.00866,0.804,0.699,0.19,1
2248,759,0.00512,0.0996,0.548,0.02,2
7361,2131,0.155,4.22e-06,0.849,0.22,7
8432,193,0.44,0.000721,0.34,0.5700000000000001,8
640,147,0.946,0.0791,0.205,0.52,0
1073,363,0.0563,0.229,0.921,0.0,1
1683,596,0.0631,0.549,0.643,0.17,1
2374,680,0.007,0.0,0.386,0.67,2
6159,1906,0.00161,0.267,0.121,0.19,6
7877,2293,0.764,0.0,0.639,0.0,8
4484,1352,0.85,0.86,0.128,0.53,4
5676,1731,0.000127,0.0,0.444,0.51,5
3934,1125,0.0205,0.572,0.182,0.84,4
2279,760,0.0335,0.0,0.518,0.8,2
1509,532,0.302,0.79,0.584,0.2,1
5241,1504,0.293,0.0,0.394,0.43,5
3960,1130,0.982,0.36,0.0875,0.6900000000000001,4
4150,1221,0.00335,0.896,0.0458,0.58,4
2617,897,0.323,0.0,0.2,0.74,2
7100,2107,0.107,0.0,0.61,0.26,7
6523,1852,1.92e-06,0.907,0.222,0.17,6
7549,2253,0.501,0.000406,0.867,0.2,7
2687,865,0.0357,7.28e-05,0.616,0.46,2
6548,1786,1.45e-05,0.00235,0.0419,0.18,6
1636,580,0.0134,0.833,0.415,0.19,1
5818,1782,5.64e-06,0.765,0.106,0.47,6
2478,700,0.615,0.0248,0.166,0.75,2
7434,2228,0.606,4.3e-05,0.379,0.23,7
568,41,0.828,2.7e-06,0.192,0.24,0
8306,2432,0.115,0.017,0.659,0.0,8
498,10,0.796,0.127,0.206,0.65,0
6748,1960,4.92e-06,0.768,0.0362,0.15,6
5213,1477,0.717,0.832,0.143,0.55,5
3321,1019,0.598,0.0,0.312,0.02,3
3148,1037,0.0351,0.000259,0.718,0.66,3
7280,2044,0.883,2.65e-06,0.314,0.23,7
6310,1875,0.149,0.245,0.376,0.17,6
4529,1362,0.00495,0.854,0.0348,0.42,4
4079,1188,0.914,0.868,0.0388,0.58,4
1737,389,0.0259,0.784,0.193,0.17,1
3229,728,9.52e-05,0.834,0.399,0.0,3
2068,704,0.328,0.0,0.148,0.0,2
4751,1428,0.99,0.867,0.152,0.51,4
4146,1177,0.93,2.77e-05,0.167,0.51,4
1960,405,0.0213,0.0,0.639,0.17,1
6693,2026,6.37e-06,0.625,0.306,0.17,6
7246,2191,0.729,4.79e-06,0.842,0.23,7
5343,1464,0.0223,0.0,0.131,0.25,5
3488,797,0.0583,0.0,0.736,0.0,3
7789,2294,0.35,0.0,0.856,0.0,8
5479,1672,0.071,0.0,0.296,0.62,5
8484,2500,0.506,0.00935,0.926,0.0,8
1356,405,0.26,0.0,0.529,0.22,1
530,205,0.84,6.57e-06,0.54,0.29,0
5636,1467,0.921,0.961,0.0575,0.51,5
4949,1505,4.68e-05,0.0,0.177,0.61,5
2278,761,0.0204,0.000453,0.25,0.79,2
5613,1527,0.909,0.902,0.477,0.42,5
7766,675,0.0162,1.16e-05,0.39,0.76,8
5711,1742,0.483,0.0,0.594,0.51,5
3073,685,0.00769,0.00134,0.678,0.01,3
8344,2405,0.38,0.0,0.602,0.37,8
7329,2210,0.769,9.01e-05,0.363,0.22,7
1396,416,0.334,0.00235,0.96,0.22,1
4358,1310,0.785,0.899,0.0543,0.54,4
5859,1803,1.24e-06,0.0157,0.336,0.22,6
5451,1575,0.0127,0.0,0.647,0.37,5
357,60,0.0329,0.00136,0.445,0.41,0
1494,474,0.0659,0.00445,0.602,0.19,1
5350,1464,0.0178,0.0,0.251,0.25,5
1532,543,0.623,0.000922,0.684,0.19,1
2282,762,0.115,0.00168,0.168,0.03,2
2449,790,0.132,0.0,0.543,0.5,2
5918,1831,3.94e-06,0.651,0.219,0.46,6
7418,2053,0.251,0.928,0.973,0.22,7
5040,1541,0.13,0.000651,0.256,0.56,5
4688,1141,0.531,0.167,0.0381,0.46,4
7238,2121,0.867,0.00139,0.678,0.23,7
4493,1356,0.896,0.944,0.0706,0.44,4
1124,351,0.486,0.0106,0.468,0.3,1
8499,2507,0.94,0.698,0.907,0.0,8
5871,1808,0.000349,0.287,0.581,0.24,6
5307,1464,0.0442,0.0,0.56,0.53,5
5053,1486,0.677,0.892,0.129,0.48,5
7915,749,0.123,0.0,0.674,0.51,8
270,15,0.875,0.000498,0.35,0.37,0
222,93,0.647,0.0,0.553,0.64,0
4530,1277,0.964,0.852,0.051,0.48,4
572,159,0.534,0.000238,0.335,0.51,0
4046,1130,0.887,0.215,0.321,0.61,4
915,56,0.0182,1.44e-06,0.331,0.45,0
7891,2293,0.733,0.0,0.836,0.0,8
2726,936,0.000183,0.00589,0.27,0.71,2
4954,1507,0.0134,0.0,0.442,0.58,5
1230,353,0.0136,0.0301,0.962,0.29,1
4882,1476,0.0209,0.0,0.784,0.02,5
2538,757,0.197,0.00297,0.312,0.48,2
983,234,0.496,0.0,0.412,0.26,0
6558,1793,1.99e-05,0.349,0.0743,0.16,6
4427,1334,0.322,0.000707,0.0745,0.0,4
4099,1197,0.996,0.943,0.117,0.61,4
497,136,0.89,0.0,0.261,0.43,0
7167,2098,0.423,0.00335,0.944,0.24,7
1560,554,0.0371,9.37e-05,0.155,0.19,1
1185,401,0.0332,0.000204,0.432,0.49,1
5318,1451,0.000504,0.000172,0.39,0.51,5
3227,728,0.00404,0.0978,0.786,0.0,3
4532,1135,0.347,0.824,0.489,0.54,4
6668,1808,0.000123,0.815,0.503,0.18,6
648,36,0.869,2.87e-05,0.344,0.51,0
4774,1333,0.975,0.000261,0.0684,0.48,4
8291,2311,0.221,3.53e-06,0.913,0.76,8
4081,1190,0.985,0.895,0.396,0.61,4
718,256,0.648,0.00305,0.778,0.41,0
2855,983,0.373,0.253,0.159,0.71,2
1159,351,0.283,0.00019,0.439,0.3,1
4437,1340,0.939,0.887,0.186,0.51,4
3328,756,7.19e-05,0.00341,0.475,0.01,3
559,15,0.912,0.0,0.411,0.36,0
3735,843,0.0836,0.000553,0.16,0.6,3
6440,1880,0.0125,0.477,0.141,0.17,6
7144,2082,0.533,0.00153,0.911,0.26,7
2318,694,0.169,8.74e-05,0.913,0.71,2
2918,1005,0.0147,0.000102,0.429,0.5700000000000001,2
0,0,0.0322,1.01e-06,0.715,0.73,0
1766,365,0.0782,4.45e-05,0.534,0.19,1
8497,2507,0.623,0.814,0.453,0.0,8
1016,331,0.108,3.04e-05,0.521,0.41,1
6163,1909,0.000941,0.755,0.0375,0.19,6
8020,880,0.0121,0.0,0.629,0.65,8
1205,331,0.552,0.000798,0.83,0.25,1
686,246,0.24,0.0,0.944,0.29,0
141,7,0.041,0.0,0.795,0.35,0
2300,766,0.262,0.00679,0.651,0.0,2
2608,895,0.0242,0.00108,0.925,0.47,2
6958,2057,0.208,1.47e-05,0.63,0.27,7
1360,395,0.00256,0.736,0.652,0.22,1
8430,2482,0.0132,0.00916,0.537,0.7000000000000001,8
7776,2294,0.551,0.000767,0.628,0.01,8
7556,2059,0.874,7.76e-05,0.187,0.24,7
1625,381,0.688,0.0,0.563,0.42,1
4706,1419,0.0202,0.0146,0.231,0.5,4
2175,737,0.00841,0.00366,0.195,0.72,2
4094,1128,0.532,0.00548,0.0395,0.6,4
4171,1155,0.987,0.929,0.369,0.59,4
2360,796,0.368,0.000312,0.572,0.0,2
5476,1493,1e-05,0.886,0.364,0.47,5
1685,488,0.0917,0.449,0.626,0.18,1
8507,2509,0.466,0.356,0.561,0.63,8
1694,498,0.145,0.194,0.508,0.17,1
5671,1461,0.000303,0.0,0.215,0.5,5
2469,842,0.342,0.00728,0.343,0.71,2
1933,665,0.0098,0.02,0.827,0.15,1
3788,673,0.0213,0.165,0.318,0.7000000000000001,3
7179,2079,0.357,3.61e-06,0.796,0.23,7
2216,747,0.000222,0.000118,0.145,0.01,2
511,90,0.899,0.0,0.427,0.51,0
6062,1835,0.00424,0.421,0.0553,0.2,6
8516,2398,0.775,0.458,0.321,0.56,8
3132,1036,0.034,8.33e-06,0.647,0.0,3
4797,1422,0.692,0.73,0.122,0.24,4
5984,1852,1.06e-06,0.789,0.0737,0.21,6
2753,943,0.0116,0.000518,0.364,0.01,2
8416,2474,0.0729,0.0805,0.61,0.5700000000000001,8
6141,1897,0.0432,0.828,0.198,0.21,6
304,125,0.667,0.0,0.293,0.51,0
3591,706,0.00609,0.000157,0.715,0.65,3
7146,2162,0.201,0.000497,0.57,0.23,7
1076,362,0.352,0.0473,0.858,0.0,1
3111,1016,0.0364,0.0,0.547,0.0,3
6815,2060,0.751,0.000712,0.14,0.0,7
4308,1227,0.994,0.959,0.169,0.47,4
6853,2049,0.464,0.0126,0.782,0.32,7
7323,2206,0.787,0.0,0.43,0.23,7
575,132,0.00721,0.0,0.656,0.31,0
5433,1598,0.0216,0.0,0.64,0.53,5
7493,2060,0.183,6.49e-06,0.961,0.24,7
8438,2484,0.804,0.0364,0.564,0.0,8
1651,351,0.855,0.55,0.437,0.18,1
577,132,0.0319,0.0,0.839,0.31,0
5051,1471,0.162,0.0,0.538,0.53,5
7777,2294,0.54,8.43e-06,0.958,0.0,8
3661,826,0.00181,0.00248,0.707,0.49,3
7166,2080,0.494,0.02,0.463,0.23,7
6703,1814,0.0,0.855,0.322,0.18,6
4074,1185,0.911,0.855,0.0613,0.64,4
7222,2180,0.409,0.363,0.517,0.13,7
7527,2248,0.54,0.00164,0.909,0.2,7
7020,2095,0.109,0.00383,0.92,0.26,7
182,60,0.929,0.49,0.164,0.44,0
7002,2094,0.704,0.0018,0.68,0.27,7
6458,1874,0.00165,7.22e-05,0.0413,0.19,6
8514,2512,0.28,0.000178,0.466,0.55,8
543,38,0.885,0.00359,0.34,0.49,0
3894,1032,0.000315,1.19e-05,0.927,0.42,3
4883,1477,0.14,0.731,0.187,0.5700000000000001,5
1032,343,0.058,0.0,0.389,0.35,1
4187,1244,0.434,0.684,0.558,0.61,4
3418,734,6.5e-05,0.0,0.684,0.0,3
2079,702,0.0431,0.0,0.692,0.77,2
6337,1940,1.48e-06,3.71e-05,0.0335,0.17,6
5190,1580,0.0114,0.0,0.697,0.56,5
8395,2429,0.62,0.0,0.686,0.35,8
1718,353,0.496,0.00134,0.312,0.2,1
7070,2054,0.66,0.000407,0.816,0.26,7
1911,351,0.816,0.000192,0.275,0.17,1
5007,1530,0.00145,1.38e-05,0.609,0.55,5
4056,1177,0.177,0.000102,0.242,0.62,4
6138,1854,7.13e-05,0.0444,0.446,0.1,6
556,45,0.887,0.0,0.467,0.46,0
634,235,0.202,0.0,0.192,0.28,0
1958,334,0.000249,0.121,0.9,0.19,1
6052,1802,0.000101,0.186,0.102,0.19,6
2762,951,0.798,0.88,0.0766,0.6,2
3577,773,0.0487,0.0139,0.92,0.0,3
5200,1583,0.0208,0.917,0.775,0.49,5
1981,680,0.00701,0.0,0.619,0.8300000000000001,2
4268,1246,0.953,0.0,0.178,0.52,4
4818,1364,0.981,0.922,0.174,0.5,4
2342,786,0.233,0.0,0.236,0.0,2
5407,1488,0.0108,0.000104,0.717,0.53,5
2481,678,0.0203,0.0,0.798,0.61,2
7321,2041,0.434,0.505,0.626,0.43,7
7657,2193,0.397,0.904,0.913,0.2,7
5922,1791,0.000486,0.00031,0.264,0.23,6
185,4,0.472,2.26e-06,0.144,0.53,0
8247,2319,0.469,5.69e-05,0.502,0.4,8
7603,2127,0.766,0.0,0.358,0.2,7
4264,1208,0.879,0.796,0.227,0.51,4
349,90,0.901,0.0,0.297,0.5,0
6320,1885,1.47e-05,0.0269,0.0554,0.17,6
6829,2068,0.24,0.00818,0.822,0.33,7
235,97,0.73,0.0,0.292,0.61,0
1793,362,0.236,0.00175,0.699,0.18,1
5990,1853,1.61e-06,0.3,0.183,0.2,6
5168,1456,0.0281,0.0,0.783,0.56,5
3358,755,0.0394,0.0,0.776,0.0,3
4043,1128,0.818,0.942,0.11,0.65,4
3616,1042,0.0946,6.33e-05,0.577,0.01,3
1652,584,0.00899,0.000956,0.477,0.2,1
237,40,0.844,0.00019,0.178,0.63,0
2897,850,0.0048,1.87e-06,0.852,0.45,2
3326,741,0.0338,6.24e-06,0.225,0.0,3
705,7,0.379,0.0,0.754,0.51,0
5104,1559,0.0645,9.05e-05,0.915,0.54,5
4447,1130,0.979,0.95,0.0317,0.46,4
5942,1838,0.000453,0.622,0.189,0.23,6
3660,676,0.00174,0.0,0.485,0.73,3
8231,2396,0.0311,6.35e-05,0.728,0.67,8
4136,1214,0.546,0.836,0.0748,0.52,4
6658,1791,0.000235,0.818,0.355,0.18,6
6709,2029,1.69e-05,0.0359,0.131,0.17,6
5967,1832,1.47e-06,0.465,0.0358,0.2,6
6128,1794,2.28e-05,0.802,0.3,0.2,6
5392,1457,0.00153,0.745,0.0898,0.48,5
2635,904,0.12,0.00261,0.444,0.46,2
8304,2408,0.274,0.000189,0.469,0.37,8
6271,1874,5.89e-05,0.749,0.0374,0.2,6
1808,375,0.357,0.38,0.54,0.17,1
6812,2048,0.213,0.0927,0.327,0.34,7
1485,525,0.0195,0.116,0.908,0.19,1
5595,1705,0.0538,0.0,0.458,0.34,5
1415,405,0.132,0.0,0.55,0.21,1
6058,1793,3.62e-05,0.633,0.251,0.19,6
2983,682,8.22e-05,0.000449,0.746,0.0,3
2397,814,0.00101,0.00896,0.115,0.0,2
189,9,0.818,0.00269,0.0992,0.49,0
8091,2340,0.556,0.00013,0.89,0.0,8
4277,1147,0.545,0.0138,0.0416,0.17,4
7835,2293,0.961,0.0,0.64,0.0,8
6166,1785,0.00966,0.952,0.0792,0.2,6
2017,692,0.0112,0.0,0.623,0.0,2
6121,1874,0.00692,0.0,0.0781,0.21,6
524,27,0.881,0.0,0.341,0.41,0
3766,851,0.27,0.0468,0.427,0.0,3
7659,2057,0.0523,0.022,0.612,0.21,7
7011,2051,0.636,0.612,0.706,0.27,7
1431,507,0.115,0.0051,0.958,0.42,1
3026,1025,0.909,0.000144,0.307,0.0,3
4536,1364,0.993,0.894,0.271,0.51,4
4711,1313,0.873,0.907,0.0939,0.51,4
840,288,0.788,0.0,0.52,0.5700000000000001,0
1221,415,0.87,0.00138,0.553,0.26,1
6152,1779,0.0915,0.815,0.14,0.38,6
869,243,0.296,8.19e-05,0.147,0.27,0
1011,341,0.0529,0.0,0.925,0.42,1
4338,1301,0.00555,0.0,0.267,0.53,4
7933,2293,0.764,0.0,0.639,0.0,8
